City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,kirakira,-10.4544,161.9205,83.08,77,100,5.26,SB,1651374885
294,marystown,47.1666,-55.1483,42.85,100,100,4.03,CA,1651374786
295,hirara,24.8,125.2833,72.64,84,100,28.36,JP,1651374886
296,nakamura,32.9833,132.9333,70.05,55,100,1.23,JP,1651374886
297,kodinsk,58.6881,99.1844,41.76,96,100,4.92,RU,1651374887
298,vila velha,-20.3297,-40.2925,73.35,94,75,2.3,BR,1651374887
299,komsomolskiy,40.4272,71.7189,74.12,43,8,4.61,UZ,1651374888
300,asau,46.4333,26.4,42.96,98,80,2.75,RO,1651374888
301,fortuna,40.5982,-124.1573,53.92,81,93,3.0,US,1651374889
302,lingyuan,41.24,119.4011,60.15,27,45,16.31,CN,1651374889
303,cayenne,4.9333,-52.3333,81.09,1,20,4.0,GF,1651374890
304,evensk,61.95,159.2333,39.06,59,11,9.26,RU,1651374890
305,morant bay,17.8815,-76.4093,80.22,86,41,9.89,JM,1651374891
306,viedma,-40.8135,-62.9967,51.89,67,29,15.64,AR,1651374891
307,camana,-16.6228,-72.7111,66.18,81,79,6.53,PE,1651374892
308,salo,45.6086,10.531,58.32,75,93,11.03,IT,1651374869
309,ukiah,39.1502,-123.2078,55.85,70,0,8.05,US,1651374603
310,kayes,14.0,-11.0,93.06,18,86,4.63,ML,1651374893
311,codrington,-38.2667,141.9667,64.63,65,96,13.71,AU,1651374894
312,pacific grove,36.6177,-121.9166,60.12,85,0,11.5,US,1651374894
313,ahipara,-35.1667,173.1667,68.72,61,12,5.03,NZ,1651374896
314,tasiilaq,65.6145,-37.6368,32.16,57,22,5.61,GL,1651374897
315,northampton,40.8754,-75.2499,48.76,54,100,3.85,US,1651374897
316,constanza,47.6603,9.1758,49.17,89,71,5.01,DE,1651374898
317,smidovich,48.6,133.8167,50.23,37,87,15.19,RU,1651374899
318,bandarbeyla,9.4942,50.8122,82.76,77,85,2.86,SO,1651374900
319,klyuchi,52.2667,79.1667,67.15,30,69,4.76,RU,1651374901
320,belmonte,-15.8631,-38.8828,74.66,85,14,4.72,BR,1651374901
321,hamilton,39.1834,-84.5333,66.31,81,75,23.02,US,1651374894
322,peniche,39.3558,-9.3811,57.29,92,95,10.87,PT,1651374902
323,honningsvag,70.9821,25.9704,28.15,86,100,5.75,NO,1651374903
324,klaksvik,62.2266,-6.589,45.52,79,96,5.41,FO,1651374904
325,kholodnyy,62.7167,147.95,31.95,97,93,2.53,RU,1651374905
326,sola,-13.8833,167.55,81.99,71,100,6.06,VU,1651374906
327,juba,4.8517,31.5825,70.38,79,100,4.0,SS,1651374907
328,terekli-mekteb,44.1671,45.8698,57.74,80,3,6.4,RU,1651374908
329,lianzhou,24.7811,112.3825,59.09,91,100,7.0,CN,1651374908
330,neya,58.2972,43.8681,29.52,81,25,5.28,RU,1651374909
331,aksay,47.26,39.87,55.26,60,20,14.0,RU,1651374910
332,saquarema,-22.92,-42.5103,71.82,92,99,5.75,BR,1651374667
333,mikhaylovsk,45.1283,42.0256,48.42,93,40,15.66,RU,1651374911
334,ulaangom,49.9811,92.0667,63.41,18,49,5.57,MN,1651374912
335,kruisfontein,-34.0033,24.7314,52.11,78,57,6.67,ZA,1651374913
336,yelnya,54.5786,33.1837,33.6,77,60,5.14,RU,1651374914
337,saint-pierre,-21.3393,55.4781,74.88,74,0,8.05,RE,1651374857
338,malangali,-8.5667,34.85,59.0,95,92,6.91,TZ,1651374915
339,kaitangata,-46.2817,169.8464,58.35,78,100,6.33,NZ,1651374916
340,bonavista,48.6499,-53.1147,36.57,97,100,9.69,CA,1651374916
341,yaan,7.3833,8.5667,77.56,82,100,4.97,NG,1651374917
342,bonfim,3.0833,-59.95,77.77,75,38,2.95,BR,1651374918
343,yacuiba,-22.038,-63.6797,60.19,91,100,2.71,BO,1651374919
344,rio gallegos,-51.6226,-69.2181,41.05,87,0,5.75,AR,1651374919
345,bubaque,11.2833,-15.8333,76.89,69,32,5.61,GW,1651374920
346,volokonovka,50.4827,37.8563,40.62,83,12,6.38,RU,1651374921
347,fairbanks,64.8378,-147.7164,54.99,30,0,11.5,US,1651374902
348,massape,-3.5228,-40.3428,72.73,94,79,1.57,BR,1651374922
349,shenzhen,22.5455,114.0683,71.22,96,100,13.0,CN,1651374923
350,katsuura,35.1333,140.3,62.08,72,100,19.62,JP,1651374923
351,merke,42.8728,73.1786,73.85,42,36,2.42,KZ,1651374924
352,ahuimanu,21.4447,-157.8378,82.11,69,20,17.27,US,1651374925
353,teknaf,20.8624,92.3058,86.25,62,31,4.97,BD,1651374925
354,nipawin,53.3668,-104.0009,43.36,88,8,10.94,CA,1651374709
355,takhtamygda,54.1,123.5667,49.6,21,9,3.44,RU,1651374926
356,nome,64.5011,-165.4064,50.07,51,0,11.5,US,1651374927
357,sarangani,5.4033,125.4636,81.09,79,100,15.5,PH,1651374928
358,port macquarie,-31.4333,152.9167,68.9,67,50,10.83,AU,1651374928
359,panzhihua,26.5851,101.7128,55.63,77,100,8.28,CN,1651374929
360,ilebo,-4.3167,20.5833,70.25,98,67,1.45,CD,1651374930
361,kalur kot,32.1564,71.2594,93.92,17,0,4.79,PK,1651374930
362,petrovsk-zabaykalskiy,51.273,108.843,66.07,31,11,9.57,RU,1651374931
363,sioux lookout,50.1001,-91.917,38.98,90,100,12.35,CA,1651374712
364,coxim,-18.5067,-54.76,73.63,56,1,2.51,BR,1651374932
365,zafarwal,32.3463,74.8999,94.44,17,1,6.04,PK,1651374932
366,gat,31.61,34.7642,65.39,100,81,11.54,IL,1651374844
367,zabaykalsk,49.6333,117.3167,49.08,32,98,5.91,RU,1651374933
368,kanel,15.4916,-13.1763,87.49,13,100,9.86,SN,1651374934
369,indian head,38.6001,-77.1622,57.02,67,75,0.0,US,1651374934
370,konibodom,40.2843,70.4426,76.78,31,95,6.91,TJ,1651374935
371,whittlesea,-32.1759,26.8244,44.4,76,5,2.82,ZA,1651374935
372,pag,44.445,15.0575,45.18,79,10,8.5,HR,1651374936
373,zambezi,-13.5432,23.1047,54.82,84,43,5.26,ZM,1651374936
374,marsh harbour,26.5412,-77.0636,73.04,80,99,19.42,BS,1651374828
375,broken hill,-31.95,141.4333,63.7,45,0,5.82,AU,1651374937
376,kristiansund,63.1115,7.732,39.85,75,100,2.3,NO,1651374938
377,beringovskiy,63.05,179.3167,27.46,94,100,18.25,RU,1651374938
378,port hedland,-20.3167,118.5667,84.25,39,58,13.8,AU,1651374939
379,massaranduba,-7.2003,-35.7892,72.99,88,40,4.61,BR,1651374940
380,mandal,25.45,74.5667,93.4,23,0,12.15,IN,1651374940
381,buckeye,33.3703,-112.5838,88.83,9,8,7.38,US,1651374713
382,tottori,35.5,134.2333,62.67,67,75,12.66,JP,1651374941
383,tougan,13.0667,-3.0667,90.68,30,100,8.57,BF,1651374942
384,pendleton,45.6721,-118.7886,50.65,91,100,0.0,US,1651374942
385,kavaratti,10.5669,72.642,84.87,74,88,12.37,IN,1651374943
386,pampas,-12.4,-74.9,48.43,90,77,2.82,PE,1651374944
387,walvis bay,-22.9575,14.5053,55.09,87,0,4.61,NA,1651374944
388,karasjok,69.4719,25.5112,18.73,87,91,5.17,NO,1651374945
389,zarand,30.8127,56.564,60.75,65,0,7.29,IR,1651374945
390,kaka,37.3482,59.6143,67.87,55,99,15.1,TM,1651374946
391,pemangkat,1.1667,108.9667,86.29,66,55,4.85,ID,1651374946
392,broome,42.2506,-75.833,41.58,61,100,1.01,US,1651374947
393,korla,41.7597,86.1469,63.16,19,6,7.72,CN,1651374947
394,altus,34.6381,-99.334,69.31,28,0,5.75,US,1651374948
395,murchison,-41.8,172.3333,63.73,57,91,3.67,NZ,1651374948
396,rey bouba,8.6724,14.1786,76.15,81,100,7.45,CM,1651374949
397,kampot,10.6167,104.1833,82.45,66,72,5.14,KH,1651374950
398,lethem,3.3803,-59.7968,78.04,68,31,5.95,GY,1651374950
399,morgan hill,37.1305,-121.6544,59.94,64,0,10.36,US,1651374951
400,bodden town,19.2833,-81.25,79.93,82,20,4.61,KY,1651374664
401,harer,9.3094,42.1258,59.99,75,100,2.19,ET,1651374951
402,mchinji,-13.7984,32.8802,55.2,85,0,2.91,MW,1651374952
403,guerrero negro,27.9769,-114.0611,60.1,86,89,15.82,MX,1651374953
404,irbit,57.6705,63.071,41.56,49,48,9.19,RU,1651374953
405,smirnykh,49.75,142.8333,43.34,58,99,4.32,RU,1651374954
406,vila franca do campo,37.7167,-25.4333,62.2,91,4,2.06,PT,1651374954
407,ceyranbatan,40.5408,49.6597,56.91,83,100,12.26,AZ,1651374955
408,huejuquilla el alto,22.6,-103.8667,61.05,23,4,5.3,MX,1651374873
409,ramanathapuram,9.3833,78.8333,88.68,61,100,7.0,IN,1651374956
410,burglengenfeld,49.2056,12.0414,50.83,93,0,0.0,DE,1651374956
411,bethel,41.3712,-73.414,51.12,56,0,3.44,US,1651374741
412,callaway,30.153,-85.5699,72.91,92,0,9.22,US,1651374957
413,murgab,37.4966,61.9714,67.87,52,75,11.5,TM,1651374957
414,joura,26.3411,77.8115,98.56,18,6,7.76,IN,1651374958
415,nemuro,43.3236,145.575,41.9,68,100,14.81,JP,1651374958
416,novikovo,51.1537,37.8879,38.79,74,29,5.91,RU,1651374959
417,piopio,-38.4667,175.0167,67.08,51,20,4.54,NZ,1651374960
418,parry sound,45.3501,-80.033,42.85,56,100,7.47,CA,1651374940
419,labuhan,-6.8844,112.2051,86.77,69,94,11.27,ID,1651374960
420,cairns,-16.9167,145.7667,81.07,92,75,13.8,AU,1651374867
421,betong,5.7743,101.0723,86.43,64,54,2.33,TH,1651374961
422,nador,35.174,-2.9287,52.05,76,0,8.05,MA,1651374962
423,suihua,46.6406,126.9969,45.21,67,93,0.58,CN,1651374962
424,san rafael,-34.6177,-68.3301,51.76,52,0,1.16,AR,1651374820
425,delijan,33.9905,50.6838,61.57,46,1,2.75,IR,1651374963
426,bardiyah,31.7561,25.0865,63.01,73,42,4.99,LY,1651374964
427,loa janan,-0.583,117.095,86.41,67,98,1.77,ID,1651374964
428,aden,12.7794,45.0367,82.81,77,6,6.62,YE,1651374965
429,yanam,16.7333,82.2167,91.29,56,56,5.32,IN,1651374965
430,flinders,-34.5833,150.8552,69.08,44,6,3.56,AU,1651374966
431,fort-shevchenko,44.5086,50.263,56.77,87,9,16.15,KZ,1651374967
432,hammond,41.5834,-87.5,61.38,92,100,8.05,US,1651374967
433,vostok,46.4856,135.8833,41.02,51,100,7.65,RU,1651374968
434,qinhuangdao,39.9317,119.5883,67.89,19,35,9.01,CN,1651374969
435,panorama,40.5878,23.0315,59.45,77,40,1.01,GR,1651374969
436,sumbe,-11.2061,13.8437,75.69,89,93,7.45,AO,1651374970
437,lagoa,39.05,-27.9833,60.37,88,2,6.6,PT,1651374970
438,giyani,-23.3025,30.7187,61.34,84,18,6.91,ZA,1651374971
439,richmond hill,43.8711,-79.4372,49.64,39,100,5.41,CA,1651374830
440,anloga,5.7947,0.8973,81.93,79,46,6.33,GH,1651374972
441,sayyan,15.1718,44.3244,59.74,55,79,6.11,YE,1651374972
442,shibata,37.95,139.3333,49.87,93,75,6.91,JP,1651374973
443,dongying,37.4564,118.4856,72.1,12,0,16.24,CN,1651374973
444,oranzherei,45.8476,47.5663,56.3,62,5,11.77,RU,1651374974
445,port-gentil,-0.7193,8.7815,81.43,78,59,5.95,GA,1651374975
446,rincon,32.296,-81.2354,70.86,73,20,8.05,US,1651374956
447,eureka,40.8021,-124.1637,54.75,81,91,5.01,US,1651374940
448,pedro ii,-4.4247,-41.4586,68.04,89,99,2.3,BR,1651374976
449,aksarayskiy,46.7924,48.0119,55.09,44,5,10.98,RU,1651374976
450,vanavara,60.34,102.2797,39.78,66,100,8.19,RU,1651374977
451,randfontein,-26.1844,27.702,49.69,27,0,3.91,ZA,1651374977
452,olga,43.7444,135.2892,39.0,96,100,5.57,RU,1651374978
453,linguere,15.3953,-15.1193,78.55,24,51,9.44,SN,1651374978
454,waddan,29.1614,16.139,76.44,17,96,18.5,LY,1651374979
455,mana,5.6592,-53.7767,77.63,86,27,8.25,GF,1651374980
456,sitka,57.0531,-135.33,51.69,54,75,3.44,US,1651374980
457,sao filipe,14.8961,-24.4956,71.51,76,16,7.74,CV,1651374981
458,tabou,4.423,-7.3528,79.47,85,89,5.93,CI,1651374981
459,akdepe,42.0551,59.3788,68.09,60,100,11.36,TM,1651374982
460,merida,20.9667,-89.6167,76.01,83,20,10.36,MX,1651374901
461,roebourne,-20.7833,117.1333,85.35,43,72,13.94,AU,1651374983
462,yerbogachen,61.2767,108.0108,39.78,69,93,6.58,RU,1651374983
463,morrope,-6.5417,-80.0111,67.14,83,42,16.2,PE,1651374984
464,hyeres,43.1167,6.1167,51.55,76,0,8.05,FR,1651374985
465,bronnoysund,65.4625,12.1997,39.2,93,100,8.05,NO,1651374986
466,coihaique,-45.5752,-72.0662,44.55,93,100,5.75,CL,1651374987
467,burnie,-41.0667,145.9167,64.92,82,100,13.51,AU,1651374987
468,umm kaddadah,13.6017,26.6876,79.86,11,56,6.78,SD,1651374988
469,dire,12.2833,-10.9667,82.89,53,99,3.83,ML,1651374988
470,sibu,2.3,111.8167,88.11,66,20,2.3,MY,1651374989
471,kulhudhuffushi,6.6221,73.07,85.3,73,100,14.97,MV,1651374990
472,pandan,14.0453,124.1694,85.53,65,87,8.68,PH,1651374990
473,chumikan,54.7183,135.315,35.35,88,99,4.12,RU,1651374991
474,kalmunai,7.4167,81.8167,84.25,74,89,4.68,LK,1651374992
475,sechura,-5.5569,-80.8222,68.65,79,25,15.32,PE,1651374992
476,hat yai,7.0084,100.4767,89.78,70,40,2.3,TH,1651374993
477,soe,-9.8607,124.284,81.93,51,14,8.77,ID,1651374993
478,kananga,-5.8958,22.4178,68.81,94,100,2.28,CD,1651374994
479,saldanha,-33.0117,17.9442,51.85,87,5,7.25,ZA,1651374994
480,mahibadhoo,3.7833,72.9667,85.1,73,100,15.17,MV,1651374995
481,copacabana,6.3463,-75.5089,66.0,96,100,3.02,CO,1651374995
482,shahrud,36.4182,54.9763,57.7,71,100,7.96,IR,1651374996
483,ternate,0.8,127.4,82.87,72,97,3.42,ID,1651374997
484,berlevag,70.8578,29.0864,26.4,65,100,19.62,NO,1651374997
485,bud,39.447,-86.1758,69.94,77,100,12.35,US,1651374998
486,manaure,11.7751,-72.4445,82.85,79,100,6.55,CO,1651374998
487,beloha,-25.1667,45.05,66.69,83,18,6.93,MG,1651374999
488,berezovyy,51.6667,135.7,39.02,75,100,6.02,RU,1651374999
489,parrita,9.5201,-84.3225,75.81,96,100,4.27,CR,1651375000
490,kaoma,-14.7833,24.8,54.12,77,6,4.7,ZM,1651375000
491,kapit,2.0167,112.9333,92.07,55,62,0.87,MY,1651375001
492,bowen,-20.0167,148.2333,77.9,75,12,17.18,AU,1651375002
493,barrhead,55.7992,-4.3929,51.03,90,100,3.44,GB,1651375002
494,banikoara,11.2985,2.4386,81.91,54,40,7.02,BJ,1651375003
495,kattivakkam,13.2167,80.3167,89.69,89,21,15.48,IN,1651375004
496,magistralnyy,56.1725,107.4458,56.44,76,97,6.69,RU,1651375004
497,richards bay,-28.783,32.0377,63.32,81,0,9.13,ZA,1651375005
498,san gavino monreale,39.5514,8.7917,55.45,82,100,2.26,IT,1651375005
499,peterhead,57.5058,-1.7981,46.8,98,100,11.72,GB,1651375006
500,tanete,-3.9443,119.7848,88.61,63,80,7.25,ID,1651375007
501,prince rupert,54.3161,-130.3201,53.69,71,0,2.3,CA,1651375007
502,seoul,37.5683,126.9778,65.59,25,0,12.66,KR,1651374739
503,sao miguel do araguaia,-13.275,-50.1628,70.88,51,30,4.32,BR,1651375008
504,mayo,38.8876,-76.5119,55.35,69,0,3.44,US,1651375009
505,chelno-vershiny,54.4333,51.1,37.72,80,55,11.95,RU,1651375009
506,leh,34.1667,77.5833,45.61,54,94,3.85,IN,1651374987
507,matay,28.419,30.7792,66.61,52,0,7.74,EG,1651375010
508,pravokumskoye,44.7694,44.6472,58.87,71,100,7.29,RU,1651375011
509,kaeo,-35.1,173.7833,68.32,73,43,6.51,NZ,1651375011
510,mareeba,-17.0,145.4333,76.44,79,33,7.99,AU,1651374860
511,sambava,-14.2667,50.1667,73.22,89,8,7.29,MG,1651375012
512,kautokeino,69.0125,23.0412,18.86,90,99,3.87,NO,1651375013
513,touros,-5.1989,-35.4608,78.93,80,94,13.13,BR,1651375013
514,fez,34.0372,-4.9998,48.45,87,0,5.75,MA,1651375014
515,jibuti,11.5,42.5,75.6,79,16,4.85,DJ,1651374751
516,maltahohe,-24.8333,16.9833,52.03,36,0,9.69,NA,1651375015
517,olinda,-8.0089,-34.8553,80.33,69,20,10.36,BR,1651375015
518,sistranda,63.7256,8.834,42.76,81,88,16.93,NO,1651375016
519,champerico,14.3,-91.9167,84.33,67,100,4.99,GT,1651375017
520,collecchio,44.754,10.2184,55.56,87,100,5.82,IT,1651375017
521,myingyan,21.4667,95.3833,88.61,43,2,4.03,MM,1651375018
522,guanambi,-14.2233,-42.7814,72.09,65,23,10.56,BR,1651375018
523,xining,36.6167,101.7667,38.19,63,91,2.93,CN,1651375019
524,shimoda,34.6667,138.95,62.96,81,100,10.42,JP,1651375019
525,alyangula,-13.8483,136.4192,89.47,55,75,12.66,AU,1651375020
526,kjollefjord,70.9457,27.3465,28.45,64,100,16.82,NO,1651375020
527,lahat,-3.8,103.5333,84.16,75,98,2.39,ID,1651375021
528,vestmanna,62.1564,-7.1664,43.72,81,100,3.44,FO,1651375022
529,inongo,-1.95,18.2667,71.76,89,94,2.21,CD,1651375023
530,makinsk,52.6292,70.4169,50.32,70,100,15.01,KZ,1651375023
531,sorong,-0.8833,131.25,85.1,68,91,10.07,ID,1651375024
532,juneau,58.3019,-134.4197,53.6,57,100,11.5,US,1651374744
533,tayzhina,53.6679,87.4362,67.24,36,30,3.4,RU,1651375025
534,lasa,46.6166,10.7002,47.28,97,100,2.68,IT,1651375025
535,xixiang,35.1628,112.865,73.67,14,79,13.56,CN,1651375026
536,grindavik,63.8424,-22.4338,44.55,81,75,14.97,IS,1651375026
537,calama,-22.4667,-68.9333,46.89,19,0,17.27,CL,1651374940
538,hervey bay,-25.2986,152.8535,77.02,75,42,8.99,AU,1651375027
539,atocha,-20.9333,-66.2333,49.21,34,1,2.89,BO,1651375028
540,houma,29.5958,-90.7195,75.2,89,0,6.91,US,1651374875
541,marquette,46.5333,-87.6335,46.81,56,100,11.43,US,1651375029
542,itapirapua,-15.8233,-50.6133,68.56,49,3,4.09,BR,1651375029
543,coihueco,-36.6167,-71.8333,45.34,71,3,9.22,CL,1651375030
544,hobyo,5.3505,48.5268,83.21,75,76,8.03,SO,1651375031
545,achacachi,-16.05,-68.6833,41.49,90,30,4.68,BO,1651375031
546,dawlatabad,36.4141,64.9053,82.76,28,100,2.82,AF,1651375032
547,port moresby,-9.4431,147.1797,90.82,62,40,17.27,PG,1651375033
548,ponta delgada,37.7333,-25.6667,62.51,82,20,3.44,PT,1651375033
549,rafai,4.95,23.9167,67.82,99,99,0.25,CF,1651375034
550,homer,59.6425,-151.5483,44.49,71,100,19.57,US,1651374824
551,deputatskiy,69.3,139.9,26.17,76,39,4.56,RU,1651375035
552,mezen,65.8522,44.24,23.72,89,100,4.05,RU,1651375035
553,victoria,22.2855,114.1577,71.33,90,100,13.0,HK,1651374787
554,djenne,13.9061,-4.5533,92.39,27,99,8.66,ML,1651375036
555,podor,16.6527,-14.9587,80.31,21,23,11.05,MR,1651375037
556,hay river,60.8156,-115.7999,31.98,74,0,10.36,CA,1651375032
557,oxapampa,-10.5775,-75.4017,56.01,98,46,3.33,PE,1651375037
558,wanning,18.8003,110.3967,76.12,96,100,5.48,CN,1651375038
559,tautira,-17.7333,-149.15,80.17,72,15,11.54,PF,1651375039
560,zapolyarnyy,69.4154,30.8136,24.08,94,51,7.2,RU,1651375039
561,hambantota,6.1241,81.1185,83.52,77,100,15.7,LK,1651375040
562,luderitz,-26.6481,15.1594,60.26,47,0,8.88,NA,1651375040
563,bilma,18.6853,12.9164,88.34,10,89,4.74,NE,1651375041
564,daru,-9.0763,143.2092,74.77,92,100,6.17,PG,1651375042
565,kozhevnikovo,56.2589,83.9714,46.0,61,100,11.3,RU,1651375042
566,pangody,65.85,74.4859,25.56,93,100,4.25,RU,1651375043
567,araouane,18.9048,-3.5265,77.43,12,2,11.39,ML,1651375044
568,charo,19.75,-101.05,70.72,21,20,8.05,MX,1651375044
569,concarneau,47.875,-3.9225,48.81,90,57,6.15,FR,1651375045
570,alpena,45.0617,-83.4327,50.25,61,100,13.8,US,1651375045
571,skerries,53.5828,-6.1083,51.51,92,64,17.49,IE,1651375046
572,plettenberg bay,-34.0527,23.3716,56.77,75,26,5.37,ZA,1651375046
573,narrabri,-30.3167,149.7833,70.52,56,0,10.36,AU,1651375047
574,dunedin,-45.8742,170.5036,60.8,70,100,4.0,NZ,1651375047
575,cozumel,20.5083,-86.9458,78.87,90,40,5.75,MX,1651375026
576,velasco ibarra,-1.05,-79.6167,75.0,87,67,4.65,EC,1651375048
577,takoradi,4.8845,-1.7554,79.34,86,27,4.54,GH,1651375048
578,morros,-9.4467,-46.3003,73.06,61,88,2.13,BR,1651375049
579,nieuw amsterdam,5.8833,-55.0833,78.03,88,71,8.52,SR,1651375050
580,wagar,16.1525,36.2032,82.9,39,4,9.42,SD,1651375050
581,hakkari,37.5833,44.1667,44.38,100,75,5.75,TR,1651375051
582,portland,45.5234,-122.6762,54.19,86,40,5.75,US,1651374960
583,la mata,8.0833,-80.8833,76.77,94,100,4.94,PA,1651375052
584,merritt,50.1123,-120.7942,46.09,86,100,0.83,CA,1651374940
585,ust-nera,64.5667,143.2,34.65,93,91,6.85,RU,1651375053
